DATETIME,CPUCoreTemp_1,CPUCoreTemp_2,CPUCoreTemp_3,CPUCoreTemp_4,CPUCoreTemp_Package,CPUPackagePower,CPUCorePower,CPUCoreClock_1,CPUCoreClock_2,CPUCoreClock_3,CPUCoreClock_4
STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE
2020.12.01 08:07:25 748,54,54,55,65,65,9.068,7.31,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:07:26 757,54,54,55,67,67,8.855,7.092,2689.204,2689.204,2490.004,2689.204
2020.12.01 08:07:27 765,54,53,60,55,60,8.651,6.904,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:07:28 773,54,51,65,52,65,8.754,7.011,2589.604,2490.004,2490.004,2589.604
2020.12.01 08:07:29 781,54,51,65,52,65,8.743,7,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:07:30 790,54,52,55,65,65,8.67,6.925,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:07:31 798,54,53,55,64,64,9.134,7.363,2589.604,2589.604,2589.604,2689.204
2020.12.01 08:07:32 806,66,53,54,52,66,9.078,7.322,2589.604,2589.604,2689.204,2589.604
2020.12.01 08:07:33 815,54,52,56,60,60,8.697,6.939,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:07:34 823,54,63,53,52,63,8.845,7.076,2490.004,2490.004,2490.004,2589.604
2020.12.01 08:07:35 834,54,67,53,51,67,8.776,7.021,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:07:36 843,53,54,55,66,66,8.793,7.051,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:07:37 852,54,54,55,65,65,9.058,7.296,2589.604,2589.604,2589.604,2689.204
2020.12.01 08:07:38 860,54,52,65,51,65,8.882,7.116,2589.604,2689.204,2689.204,2589.604
2020.12.01 08:07:39 869,61,55,56,58,61,8.782,7.041,2589.604,2490.004,2589.604,2589.604
2020.12.01 08:07:40 878,54,51,64,51,64,8.737,6.995,2490.004,2490.004,2589.604,2589.604
2020.12.01 08:07:41 887,54,65,54,51,65,8.943,7.189,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:07:42 895,54,66,54,53,66,8.985,7.227,2589.604,2689.204,2589.604,2689.204
2020.12.01 08:07:43 903,54,54,55,64,64,8.672,6.938,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:07:44 912,54,65,53,52,65,8.932,7.177,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:07:45 920,54,53,56,60,60,8.849,7.087,2490.004,2589.604,2589.604,2490.004
2020.12.01 08:07:46 929,56,54,57,53,57,8.661,6.928,2490.004,2490.004,2490.004,2490.004
2020.12.01 08:07:47 937,54,52,55,64,64,8.908,7.168,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:07:48 946,54,66,53,52,66,9.021,7.271,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:07:49 954,54,53,55,65,65,8.909,7.158,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:07:50 962,65,55,53,52,65,8.874,7.138,2689.204,2689.204,2589.604,2589.604
2020.12.01 08:07:51 971,54,66,54,52,66,8.974,7.229,2589.604,2689.205,2490.004,2589.604
2020.12.01 08:07:52 979,55,53,60,55,60,8.966,7.212,2589.604,2689.204,2689.204,2589.604
2020.12.01 08:07:53 987,54,54,56,59,59,8.653,6.919,2689.204,2490.004,2689.204,2689.204
2020.12.01 08:07:54 996,54,54,55,59,59,8.805,7.072,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:07:56 004,54,54,54,66,66,8.793,7.064,2589.604,2689.205,2689.205,2589.604
2020.12.01 08:07:57 012,54,52,64,53,64,8.802,7.068,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:07:58 021,54,65,54,52,65,9.033,7.287,2589.604,2490.004,2689.205,2689.205
2020.12.01 08:07:59 029,54,66,54,52,66,8.92,7.196,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:08:00 039,59,54,62,57,62,8.842,7.118,2589.604,2490.003,2589.604,2589.604
2020.12.01 08:08:01 047,53,55,55,62,62,8.769,7.03,2689.205,2589.605,2490.005,2589.605
2020.12.01 08:08:02 058,54,52,55,64,64,8.82,7.08,2689.205,2689.205,2689.205,2589.604
2020.12.01 08:08:03 067,54,52,65,52,66,9.075,7.328,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:04 075,54,65,53,52,65,8.745,7.017,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:08:05 085,54,53,55,65,65,8.755,7.01,2689.204,2490.004,2689.204,2788.804
2020.12.01 08:08:06 096,55,54,56,63,63,8.926,7.185,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:08:07 104,55,52,62,52,62,8.742,7.023,2689.204,2490.004,2490.004,2589.604
2020.12.01 08:08:08 112,54,67,53,52,67,8.827,7.101,2689.205,2490.004,2689.205,2589.604
2020.12.01 08:08:09 121,54,52,64,51,64,9.011,7.281,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:10 129,54,54,62,51,62,8.638,6.908,2490.004,2589.604,2689.205,2589.604
2020.12.01 08:08:11 137,54,53,58,55,58,8.885,7.143,2689.204,2589.604,2589.604,2689.204
2020.12.01 08:08:12 146,65,54,54,51,65,8.789,7.057,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:13 154,54,52,55,64,64,8.631,6.903,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:08:14 162,61,54,56,53,61,8.95,7.201,2589.604,2689.204,2689.204,2589.604
2020.12.01 08:08:15 170,53,54,55,64,64,8.872,7.133,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:08:16 179,54,65,55,58,65,8.701,6.979,2589.604,2490.004,2490.004,2589.604
2020.12.01 08:08:17 187,54,65,53,51,65,8.757,7.014,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:18 196,54,53,55,61,61,8.932,7.199,2589.604,2589.604,2490.004,2490.004
2020.12.01 08:08:19 205,54,52,66,51,66,8.836,7.106,2589.604,2490.004,2689.204,2689.204
2020.12.01 08:08:20 213,54,51,67,51,67,8.91,7.182,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:08:21 221,53,53,54,65,65,8.868,7.123,2589.604,2689.205,2589.604,2689.205
2020.12.01 08:08:22 230,55,53,65,53,65,8.933,7.191,2490.004,2689.204,2689.204,2589.604
2020.12.01 08:08:23 238,64,53,54,51,64,8.696,6.95,2589.604,2490.004,2490.004,2490.004
2020.12.01 08:08:24 247,54,52,66,51,66,8.921,7.175,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:25 255,54,54,55,65,65,8.891,7.161,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:08:26 264,53,53,55,65,65,8.805,7.064,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:08:27 272,60,53,54,54,60,8.807,7.062,2689.204,2589.604,2689.204,2589.604
2020.12.01 08:08:28 280,54,52,66,51,66,8.756,7.009,2589.604,2589.604,2490.004,2589.604
2020.12.01 08:08:29 290,54,52,65,51,65,8.68,6.946,2689.204,2689.204,2490.004,2689.204
2020.12.01 08:08:30 298,54,67,53,51,67,8.914,7.162,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:31 306,54,64,55,52,64,8.832,7.087,2589.604,2689.204,2589.604,2589.604
2020.12.01 08:08:32 314,54,53,56,65,65,8.796,7.051,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:08:33 323,54,52,61,53,61,8.744,6.997,2689.204,2689.204,2788.804,2689.204
2020.12.01 08:08:34 331,57,52,62,52,62,9.042,7.286,2589.604,2490.004,2689.204,2689.204
2020.12.01 08:08:35 339,54,54,55,66,66,8.844,7.1,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:36 351,65,53,54,51,65,8.687,6.959,2689.205,2490.004,2689.205,2689.205
2020.12.01 08:08:37 359,54,65,53,52,65,9.046,7.301,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:38 367,54,54,55,65,65,8.887,7.142,2689.205,2589.604,2689.205,2689.205
2020.12.01 08:08:39 376,54,54,55,65,65,8.755,7.032,2689.205,2689.205,2689.205,2589.604
2020.12.01 08:08:40 384,54,55,55,63,63,8.887,7.156,2490.004,2689.204,2589.604,2689.204
2020.12.01 08:08:41 394,54,53,55,65,65,8.91,7.184,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:08:42 403,53,65,53,52,65,8.734,7.007,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:08:43 411,66,54,54,51,65,9.123,7.377,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:44 419,54,63,55,52,63,8.869,7.13,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:08:45 427,55,54,65,52,65,8.939,7.208,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:08:46 436,53,65,53,52,65,8.77,7.04,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:47 444,56,54,57,59,59,8.827,7.088,2589.604,2589.604,2589.604,2589.604
2020.12.01 08:08:48 452,55,52,64,54,64,8.797,7.06,2490.004,2589.604,2689.204,2589.604
2020.12.01 08:08:49 461,54,53,55,61,61,8.723,6.989,2589.604,2589.604,2490.004,2689.205
2020.12.01 08:08:50 469,54,51,66,51,66,8.86,7.118,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:08:51 477,54,65,55,51,65,9.129,7.391,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:08:52 486,54,65,53,51,65,8.588,6.864,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:08:53 494,54,52,62,53,62,8.917,7.166,2689.204,2689.204,2689.204,2490.004
2020.12.01 08:08:54 502,54,60,53,55,60,8.833,7.09,2490.004,2589.604,2490.004,2589.604
2020.12.01 08:08:55 521,53,54,55,65,65,8.611,6.876,2689.204,2490.004,2490.004,2490.004
2020.12.01 08:08:56 530,54,64,53,52,64,8.883,7.138,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:57 538,54,52,65,51,65,9.058,7.296,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:08:58 546,63,57,55,53,63,8.971,7.222,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:08:59 555,54,64,53,52,64,8.62,6.885,2689.205,2689.205,2589.604,2490.004
2020.12.01 08:09:00 563,54,53,55,63,63,8.95,7.198,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:01 572,54,52,66,55,66,9.079,7.341,2589.604,2490.004,2689.205,2490.004
2020.12.01 08:09:02 580,53,52,54,64,64,8.67,6.924,2589.604,2589.604,2689.204,2689.204
2020.12.01 08:09:03 588,54,52,65,51,65,9,7.271,2689.204,2689.204,2490.004,2589.604
2020.12.01 08:09:04 597,54,51,65,51,65,8.919,7.189,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:09:05 605,54,58,55,64,64,8.886,7.153,2589.604,2689.204,2490.004,2490.004
2020.12.01 08:09:06 616,54,64,53,52,64,8.707,6.991,2689.205,2490.004,2589.604,2589.604
2020.12.01 08:09:07 625,54,52,66,52,65,8.983,7.244,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:08 633,55,54,63,54,63,8.968,7.236,2689.204,2490.004,2689.204,2689.204
2020.12.01 08:09:09 641,54,52,56,61,61,8.662,6.936,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:09:10 650,54,65,53,53,65,9.052,7.323,2689.204,2490.004,2490.004,2689.204
2020.12.01 08:09:11 658,54,52,64,52,64,8.906,7.18,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:09:12 666,53,54,55,65,65,9.413,7.671,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:13 674,54,54,61,54,61,8.874,7.143,2689.204,2689.204,2490.004,2689.204
2020.12.01 08:09:14 683,66,54,54,52,63,9.035,7.294,2490.004,2490.004,2589.604,2689.204
2020.12.01 08:09:15 697,54,54,55,65,65,8.792,7.042,2490.004,2490.004,2689.205,2490.004
2020.12.01 08:09:16 705,53,53,55,65,65,8.747,7.017,2589.604,2689.205,2689.205,2490.004
2020.12.01 08:09:17 714,54,52,65,52,65,8.945,7.202,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:09:18 723,54,52,64,52,64,8.993,7.247,2589.604,2490.004,2689.204,2589.604
2020.12.01 08:09:19 731,54,52,64,52,64,8.663,6.925,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:20 740,54,54,55,65,65,9.097,7.353,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:09:21 749,54,61,56,52,61,8.902,7.152,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:09:22 757,54,66,53,58,66,8.704,6.979,2490.004,2490.004,2490.004,2490.004
2020.12.01 08:09:23 765,67,54,54,51,67,8.807,7.06,2689.205,2689.205,2589.604,2589.604
2020.12.01 08:09:24 774,66,54,53,51,66,8.905,7.142,2689.204,2689.204,2589.604,2589.604
2020.12.01 08:09:25 782,55,54,63,53,63,9.01,7.243,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:09:26 790,54,65,54,52,65,8.789,7.049,2589.604,2589.604,2490.004,2490.004
2020.12.01 08:09:27 799,54,65,53,52,65,8.922,7.156,2490.004,2689.204,2689.204,2689.204
2020.12.01 08:09:28 807,53,54,55,63,63,8.815,7.069,2589.604,2490.004,2490.004,2490.004
2020.12.01 08:09:29 815,53,67,53,51,67,8.73,6.989,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:30 824,54,52,56,62,62,8.954,7.2,2589.604,2589.604,2589.604,2689.205
2020.12.01 08:09:31 836,54,65,54,52,65,9.041,7.278,2589.604,2788.804,2589.604,2689.204
2020.12.01 08:09:32 844,54,64,56,53,60,8.699,6.947,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:09:33 855,54,63,55,52,63,8.819,7.08,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:09:34 864,59,56,57,56,59,8.897,7.137,2589.604,2589.604,2589.604,2689.204
2020.12.01 08:09:35 873,54,53,55,63,63,8.585,6.853,2689.205,2589.604,2490.004,2490.004
2020.12.01 08:09:36 885,54,52,64,52,63,9.024,7.252,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:37 893,54,54,55,64,64,9.015,7.264,2589.603,2490.003,2689.203,2689.203
2020.12.01 08:09:38 901,56,62,55,53,62,8.811,7.075,2589.605,2689.205,2689.205,2689.205
2020.12.01 08:09:39 909,55,54,56,59,59,8.595,6.868,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:40 918,54,65,54,52,65,8.847,7.094,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:41 927,54,67,54,52,67,8.85,7.106,2589.604,2490.004,2689.205,2689.205
2020.12.01 08:09:42 935,55,53,62,52,62,8.742,7.009,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:43 943,54,52,65,52,65,8.87,7.122,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:44 952,54,54,59,55,59,8.796,7.05,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:09:45 960,54,51,64,52,64,8.65,6.927,2589.604,2490.004,2490.004,2589.604
2020.12.01 08:09:46 969,54,53,55,64,64,8.962,7.22,2490.004,2689.205,2689.205,2689.205
2020.12.01 08:09:47 977,54,53,56,64,64,8.898,7.164,2490.004,2689.204,2689.204,2589.604
2020.12.01 08:09:48 986,53,66,54,52,66,8.719,6.977,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:09:49 994,54,53,56,65,65,8.907,7.158,2589.604,2689.204,2689.204,2589.604
2020.12.01 08:09:51 002,54,52,56,64,64,8.869,7.13,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:52 011,54,52,65,54,65,9.077,7.327,2689.204,2689.204,2689.204,2490.004
2020.12.01 08:09:53 019,53,53,54,65,65,8.724,6.993,2589.604,2689.204,2689.204,2589.604
2020.12.01 08:09:54 028,54,59,56,52,59,8.923,7.168,2589.604,2490.004,2689.204,2689.204
2020.12.01 08:09:55 036,66,54,55,52,66,8.75,7.01,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:56 044,66,53,55,52,66,8.678,6.947,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:09:57 053,54,54,60,54,60,8.955,7.197,2589.604,2589.604,2589.604,2689.205
2020.12.01 08:09:58 061,54,56,54,61,61,9.05,7.293,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:09:59 069,54,52,64,52,64,8.656,6.915,2689.204,2490.004,2589.604,2490.004
2020.12.01 08:10:00 077,54,54,55,66,66,8.842,7.091,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:10:01 086,54,53,63,52,63,8.946,7.187,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:10:02 094,64,53,53,53,64,8.589,6.86,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:03 103,54,52,62,54,62,9.081,7.331,2589.605,2589.605,2689.205,2689.205
2020.12.01 08:10:04 111,53,66,54,52,66,8.831,7.092,2490.004,2490.004,2689.204,2689.204
2020.12.01 08:10:05 120,65,54,54,52,65,8.596,6.86,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:10:06 128,54,53,55,63,63,8.894,7.151,2689.205,2589.604,2689.205,2689.205
2020.12.01 08:10:07 139,53,65,54,53,65,8.81,7.063,2689.205,2689.205,2689.205,2589.604
2020.12.01 08:10:08 148,56,54,58,61,61,8.888,7.139,2589.604,2490.004,2689.204,2589.604
2020.12.01 08:10:09 156,53,54,55,65,65,8.797,7.062,2689.205,2589.604,2689.205,2490.004
2020.12.01 08:10:10 164,53,67,53,52,67,8.864,7.127,2589.604,2689.204,2589.604,2689.204
2020.12.01 08:10:11 172,53,54,55,66,66,8.816,7.079,2589.604,2589.604,2589.604,2689.204
2020.12.01 08:10:12 181,65,52,55,52,65,8.79,7.035,2689.205,2689.205,2689.205,2589.604
2020.12.01 08:10:13 190,54,52,65,52,65,8.155,6.393,2689.204,2490.004,2689.204,2689.204
2020.12.01 08:10:14 198,55,55,56,63,63,8.919,7.168,2589.604,2490.004,2589.604,2689.204
2020.12.01 08:10:15 206,54,64,54,52,64,8.788,7.046,2689.205,2689.205,2589.605,2689.205
2020.12.01 08:10:16 215,52,65,53,52,65,8.763,7.01,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:17 223,53,52,55,65,65,8.886,7.13,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:10:18 231,54,52,64,51,64,8.641,6.876,2689.205,2689.205,2589.604,2689.205
2020.12.01 08:10:19 240,54,52,64,51,64,8.91,7.158,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:10:20 248,55,52,65,52,65,8.943,7.187,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:21 256,55,57,57,60,60,8.886,7.137,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:10:22 264,54,65,53,52,65,8.753,7.01,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:10:23 273,54,53,55,64,64,8.886,7.119,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:24 281,53,53,55,63,63,8.794,7.05,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:10:25 289,54,52,65,51,65,8.728,6.98,2490.004,2589.604,2689.204,2689.204
2020.12.01 08:10:26 298,54,52,65,51,65,8.936,7.168,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:27 306,54,53,55,65,65,8.885,7.119,2589.604,2689.204,2490.004,2689.204
2020.12.01 08:10:28 314,54,52,62,52,62,8.57,6.82,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:29 323,56,54,55,60,60,8.988,7.225,2589.604,2589.604,2689.204,2689.204
2020.12.01 08:10:30 332,54,52,64,52,64,8.835,7.075,2689.205,2689.205,2589.604,2589.604
2020.12.01 08:10:31 340,52,52,55,65,65,8.563,6.815,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:10:32 348,53,53,54,65,65,9.091,7.336,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:33 357,54,52,65,51,65,8.935,7.18,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:34 366,54,54,56,64,64,8.884,7.126,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:10:35 374,54,52,56,58,58,8.624,6.892,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:10:36 382,54,52,62,53,62,8.839,7.096,2589.604,2490.004,2589.604,2689.204
2020.12.01 08:10:37 394,54,54,54,65,65,8.857,7.113,2490.004,2589.604,2689.205,2689.205
2020.12.01 08:10:38 402,53,53,55,65,65,8.732,6.999,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:10:39 410,54,52,65,51,65,8.913,7.155,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:40 419,55,53,65,52,65,8.942,7.198,2589.604,2589.604,2589.604,2689.204
2020.12.01 08:10:41 427,53,54,55,64,64,8.592,6.858,2490.004,2490.004,2689.204,2490.004
2020.12.01 08:10:42 435,52,54,55,66,66,8.917,7.177,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:10:43 443,66,54,54,52,66,9.041,7.302,2689.204,2490.004,2689.204,2589.604
2020.12.01 08:10:44 453,62,60,55,53,63,8.93,7.179,2490.004,2490.004,2689.204,2689.204
2020.12.01 08:10:45 461,54,52,64,51,64,8.57,6.841,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:10:46 469,53,56,55,64,64,8.838,7.096,2689.204,2689.204,2689.204,2490.004
2020.12.01 08:10:47 478,54,54,56,63,63,8.715,6.985,2490.004,2490.004,2490.004,2689.204
2020.12.01 08:10:48 487,54,53,55,62,62,8.728,6.98,2589.604,2490.004,2490.004,2490.004
2020.12.01 08:10:49 495,53,53,55,65,65,9.042,7.293,2490.004,2589.604,2689.204,2689.204
2020.12.01 08:10:50 503,53,53,55,64,64,8.89,7.16,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:10:51 512,55,52,66,52,66,8.977,7.23,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:10:52 520,54,52,60,54,60,9.025,7.277,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:10:53 528,54,52,66,51,66,8.926,7.194,2490.004,2589.604,2589.604,2589.604
2020.12.01 08:10:54 537,53,53,55,64,64,8.579,6.848,2589.604,2689.205,2689.205,2689.205
2020.12.01 08:10:55 545,67,54,53,51,67,8.885,7.141,2689.204,2689.204,2490.004,2689.204
2020.12.01 08:10:56 554,54,52,64,52,64,8.767,7.028,2689.205,2689.205,2689.205,2589.605
2020.12.01 08:10:57 562,54,55,56,63,63,8.945,7.216,2589.604,2589.604,2589.604,2689.204
2020.12.01 08:10:58 570,53,52,64,51,64,8.663,6.943,2589.604,2689.205,2589.604,2589.604
2020.12.01 08:10:59 579,54,54,58,52,58,8.824,7.095,2490.004,2589.604,2689.204,2589.604
2020.12.01 08:11:00 588,53,53,55,65,65,8.79,7.057,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:11:01 596,54,52,65,51,65,8.727,6.997,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:11:02 604,62,52,56,53,62,8.823,7.096,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:11:03 612,56,53,62,52,62,9.016,7.278,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:11:04 622,53,52,65,50,65,8.455,6.733,2689.205,2689.205,2689.205,2589.604
2020.12.01 08:11:05 633,53,54,55,64,64,8.885,7.147,2589.604,2589.604,2589.604,2589.604
2020.12.01 08:11:06 641,54,53,56,62,62,8.893,7.159,2689.205,2490.004,2490.004,2689.205
2020.12.01 08:11:07 652,54,52,65,51,65,8.763,7.031,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:11:08 661,55,52,63,52,63,8.846,7.101,2490.004,2490.004,2689.205,2589.604
2020.12.01 08:11:09 669,54,53,64,51,64,8.832,7.102,2689.204,2689.204,2490.004,2689.204
2020.12.01 08:11:10 677,54,52,64,52,64,8.635,6.915,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:11:11 686,54,53,64,51,64,8.928,7.191,2589.604,2689.205,2689.205,2490.004
2020.12.01 08:11:12 694,66,54,54,52,66,8.858,7.119,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:11:13 702,54,52,64,53,64,8.728,7.007,2589.604,2490.004,2689.204,2589.604
2020.12.01 08:11:14 710,52,67,53,52,67,8.857,7.113,2689.205,2589.604,2689.205,2689.205
2020.12.01 08:11:15 719,54,52,64,52,64,8.905,7.161,2689.204,2689.204,2490.004,2689.204
2020.12.01 08:11:16 727,54,53,56,65,65,8.922,7.187,2589.604,2689.205,2589.604,2689.205
2020.12.01 08:11:17 735,54,65,54,53,64,8.833,7.096,2490.004,2689.204,2689.204,2689.204
2020.12.01 08:11:18 744,53,67,53,52,67,8.82,7.076,2689.204,2490.004,2689.204,2689.204
2020.12.01 08:11:19 752,57,53,60,55,60,8.919,7.176,2589.604,2689.204,2689.204,2490.004
2020.12.01 08:11:20 761,64,54,54,52,64,8.697,6.947,2589.605,2689.205,2490.005,2689.205
2020.12.01 08:11:21 769,53,52,55,64,64,8.922,7.169,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:11:22 778,54,52,55,63,63,8.731,6.991,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:11:23 786,54,52,65,51,65,8.672,6.946,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:11:24 794,54,54,55,61,62,8.747,7.012,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:11:25 804,54,54,55,62,62,8.896,7.146,2589.604,2689.205,2689.205,2490.004
2020.12.01 08:11:26 812,53,65,54,52,65,8.79,7.052,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:11:27 821,64,54,53,52,64,8.935,7.177,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:11:28 829,54,66,54,52,66,8.876,7.123,2689.205,2589.604,2589.604,2689.205
2020.12.01 08:11:29 837,54,52,64,51,64,8.663,6.933,2589.604,2490.004,2689.204,2490.004
2020.12.01 08:11:30 845,54,54,56,57,57,8.852,7.108,2490.004,2490.004,2589.604,2490.004
2020.12.01 08:11:31 854,53,65,55,52,65,9.086,7.315,2490.005,2689.205,2689.205,2589.605
2020.12.01 08:11:32 862,54,53,55,66,66,8.923,7.168,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:11:33 870,54,52,62,53,62,8.922,7.179,2689.204,2689.204,2589.604,2689.204
2020.12.01 08:11:34 879,54,53,59,54,59,8.91,7.149,2589.604,2689.204,2689.204,2689.204
2020.12.01 08:11:35 887,55,52,64,51,64,8.979,7.24,2689.205,2689.205,2490.004,2689.205
2020.12.01 08:11:36 896,52,53,54,65,65,7.398,5.657,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:11:37 907,52,54,55,65,65,9.072,7.321,2589.604,2589.604,2689.204,2689.204
2020.12.01 08:11:38 915,54,52,65,51,64,8.779,7.042,2689.204,2689.204,2689.204,2689.204
2020.12.01 08:11:39 924,53,53,55,65,65,8.758,7.022,2689.204,2689.204,2689.204,2589.604
2020.12.01 08:11:40 932,54,51,66,51,66,8.797,7.067,2490.004,2689.204,2788.804,2689.204
2020.12.01 08:11:41 941,53,54,55,64,64,8.973,7.226,2689.204,2490.004,2689.204,2689.204
2020.12.01 08:11:42 949,55,55,55,61,61,8.875,7.138,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:11:43 958,54,56,60,52,60,8.824,7.075,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:11:44 966,54,52,63,52,63,8.919,7.174,2689.204,2589.604,2689.204,2689.204
2020.12.01 08:11:45 974,54,52,65,52,65,8.798,7.066,2689.205,2689.205,2689.205,2689.205
2020.12.01 08:11:46 983,53,53,55,65,65,8.85,7.103,2589.604,2589.604,2589.604,2589.604
