DATETIME,CPUCoreTemp_1,CPUCoreTemp_2,CPUCoreTemp_3,CPUCoreTemp_4,CPUCoreTemp_Package,CPUPackagePower,CPUCorePower,CPUCoreClock_1,CPUCoreClock_2,CPUCoreClock_3,CPUCoreClock_4
2020.11.30 10:31:38 150,42,42,42,41,42,3.161,1.383,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:31:39 158,40,41,41,41,42,2.734,0.963,796.801,796.801,796.801,796.801
2020.11.30 10:31:40 167,40,41,41,40,42,2.904,1.124,796.801,796.801,796.801,796.801
2020.11.30 10:31:41 174,41,41,42,40,42,3.116,1.344,1693.203,1394.402,1394.402,1394.402
2020.11.30 10:31:42 182,47,42,43,41,47,3.065,1.297,2589.604,2589.604,2689.204,2589.604
2020.11.30 10:31:43 201,40,41,42,40,43,3.034,1.262,796.801,796.801,796.801,796.801
2020.11.30 10:31:44 210,40,42,41,40,43,2.977,1.212,796.801,796.801,796.801,796.801
2020.11.30 10:31:45 218,40,42,42,41,43,3.309,1.53,796.801,796.801,796.801,796.801
2020.11.30 10:31:46 226,41,42,42,41,42,2.89,1.121,1195.202,1195.202,1195.202,896.401
2020.11.30 10:31:47 233,41,42,42,40,42,2.961,1.176,1792.803,1792.803,1494.003,1494.003
2020.11.30 10:31:48 242,42,42,42,40,42,3.131,1.359,796.801,1195.202,1195.202,1195.202
2020.11.30 10:31:49 264,40,42,42,40,43,3.061,1.286,2490.005,2589.605,2689.205,2689.205
2020.11.30 10:31:50 276,40,42,41,40,42,2.783,1,796.801,796.801,796.801,796.801
2020.11.30 10:31:51 284,40,42,42,40,42,3.144,1.368,796.801,796.801,796.801,796.801
2020.11.30 10:31:52 295,41,42,42,41,42,3.243,1.471,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:31:53 302,40,42,41,41,42,2.857,1.076,796.801,796.801,2689.204,2689.204
2020.11.30 10:31:54 311,40,42,42,40,43,3.424,1.638,796.801,796.801,796.801,796.801
2020.11.30 10:31:55 321,41,42,42,40,42,3.273,1.496,796.801,796.801,796.801,796.801
2020.11.30 10:31:56 329,44,45,45,43,46,3.03,1.257,2589.605,2589.605,2589.605,2589.605
2020.11.30 10:31:57 343,40,42,42,40,43,2.881,1.101,796.801,796.801,796.801,796.801
2020.11.30 10:31:58 351,40,42,42,40,42,3.073,1.299,796.801,796.801,2689.205,2689.205
2020.11.30 10:31:59 361,40,42,42,40,43,3.237,1.461,796.801,796.801,796.801,796.801
2020.11.30 10:32:00 372,40,42,42,40,43,3.33,1.55,796.801,796.801,796.801,796.801
2020.11.30 10:32:01 379,43,42,42,40,43,3.147,1.346,1992.004,2390.404,2390.404,2390.404
2020.11.30 10:32:02 386,40,42,42,40,42,2.985,1.2,796.801,796.801,796.801,796.801
2020.11.30 10:32:03 394,40,42,41,41,43,2.806,1.021,796.801,796.801,796.801,796.801
2020.11.30 10:32:04 402,40,42,42,40,42,3.099,1.307,796.801,796.801,796.801,796.801
2020.11.30 10:32:05 410,41,42,42,41,42,3.146,1.35,796.801,796.801,796.801,796.801
2020.11.30 10:32:06 417,40,42,43,42,43,3.176,1.385,796.801,796.801,796.801,796.801
2020.11.30 10:32:07 426,41,42,42,41,42,2.859,1.08,2091.604,2091.604,2091.604,1792.803
2020.11.30 10:32:08 433,40,42,42,40,42,3.008,1.219,796.801,796.801,796.801,796.801
2020.11.30 10:32:09 443,40,42,42,41,43,3.067,1.268,796.801,796.801,796.801,796.801
2020.11.30 10:32:10 450,40,42,43,41,43,2.877,1.076,796.801,796.801,796.801,796.801
2020.11.30 10:32:11 459,41,42,43,42,43,3.306,1.514,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:32:12 466,41,41,42,41,42,3.05,1.26,796.801,796.801,796.801,796.801
2020.11.30 10:32:13 475,40,42,42,40,42,2.826,1.032,796.801,796.801,796.801,796.801
2020.11.30 10:32:14 483,40,41,42,41,42,3.186,1.389,796.801,796.801,796.801,796.801
2020.11.30 10:32:15 492,41,42,42,41,42,3.152,1.356,1294.802,1294.802,996.002,996.002
2020.11.30 10:32:16 500,40,41,42,42,42,2.834,1.045,796.801,796.801,796.801,796.801
2020.11.30 10:32:17 508,40,41,42,40,42,3.561,1.752,796.801,796.801,796.801,796.801
2020.11.30 10:32:18 515,40,41,42,40,42,3.135,1.347,796.801,796.801,796.801,796.801
2020.11.30 10:32:19 524,41,42,42,42,42,3.254,1.453,1792.803,1494.003,1494.003,1494.003
2020.11.30 10:32:20 532,40,42,42,40,42,2.881,1.077,1195.202,1195.202,896.401,896.401
2020.11.30 10:32:21 540,41,42,42,40,42,3.119,1.313,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:32:22 551,46,43,43,40,47,3.119,1.326,2689.204,2490.004,2689.204,2589.604
2020.11.30 10:32:23 559,40,41,41,41,42,2.987,1.201,796.801,796.801,796.801,796.801
2020.11.30 10:32:24 567,40,41,41,40,42,3.172,1.357,796.801,796.801,796.801,796.801
2020.11.30 10:32:25 574,40,42,42,41,42,3.11,1.31,796.801,796.801,796.801,796.801
2020.11.30 10:32:26 583,41,42,42,41,42,2.999,1.208,1294.802,996.002,996.002,996.002
2020.11.30 10:32:27 591,40,42,42,40,42,2.988,1.184,2091.604,2091.604,2091.604,1792.803
2020.11.30 10:32:28 598,42,42,43,40,43,3.328,1.535,2788.804,2788.804,2589.604,2689.204
2020.11.30 10:32:29 606,40,42,41,40,42,3.109,1.316,796.801,796.801,796.801,796.801
2020.11.30 10:32:30 613,40,42,41,40,42,2.911,1.101,796.801,796.801,796.801,796.801
2020.11.30 10:32:31 620,41,42,42,40,42,3.177,1.37,2390.404,2091.604,2091.604,2091.604
2020.11.30 10:32:32 627,42,42,43,41,43,3.348,1.546,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:32:33 634,41,42,42,40,42,3.162,1.366,796.801,796.801,796.801,796.801
2020.11.30 10:32:34 642,40,42,41,41,43,3.143,1.37,796.802,796.802,796.802,796.802
2020.11.30 10:32:35 650,40,42,41,40,42,3.022,1.24,796.801,796.801,796.801,796.801
2020.11.30 10:32:36 659,40,42,41,40,43,3.084,1.305,796.801,796.801,796.801,796.801
2020.11.30 10:32:37 667,41,42,43,41,43,3.207,1.426,2589.604,2589.604,2290.804,2290.804
2020.11.30 10:32:38 674,40,41,42,41,42,2.727,0.962,796.801,796.801,796.801,796.801
2020.11.30 10:32:39 684,40,42,41,40,42,3.04,1.265,796.801,796.801,796.801,796.801
2020.11.30 10:32:40 691,41,42,42,40,43,3.396,1.607,796.801,796.801,796.801,796.801
2020.11.30 10:32:41 698,40,42,42,40,43,2.997,1.217,796.801,796.801,2490.004,2589.604
2020.11.30 10:32:42 707,40,42,41,40,42,2.738,0.968,796.801,796.801,796.801,796.801
2020.11.30 10:32:43 713,40,42,41,40,42,3.02,1.243,796.801,796.801,796.801,796.801
2020.11.30 10:32:44 721,40,41,41,40,42,2.947,1.172,796.801,796.801,796.801,796.801
2020.11.30 10:32:45 728,45,45,44,42,45,3.305,1.519,2490.004,2589.604,2589.604,2589.604
2020.11.30 10:32:46 737,40,42,41,40,42,2.9,1.13,796.801,796.801,796.801,796.801
2020.11.30 10:32:47 747,40,42,42,40,42,3.054,1.281,796.801,796.801,796.801,796.801
2020.11.30 10:32:48 755,41,41,41,40,42,3.048,1.265,796.801,796.801,796.801,796.801
2020.11.30 10:32:49 763,40,41,41,40,42,2.856,1.083,796.801,796.801,796.801,796.801
2020.11.30 10:32:50 772,41,42,42,40,42,3.028,1.256,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:32:51 779,40,42,42,41,42,3.242,1.456,796.801,796.801,796.801,796.801
2020.11.30 10:32:52 791,40,41,42,40,42,3.061,1.284,796.801,796.801,796.801,796.801
2020.11.30 10:32:53 799,40,41,42,40,42,2.955,1.163,796.801,796.801,796.801,796.801
2020.11.30 10:32:54 807,41,42,42,40,42,3.136,1.34,1792.803,1792.803,1494.003,1494.003
2020.11.30 10:32:55 815,42,42,42,40,43,3.175,1.397,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:32:56 822,41,42,42,40,43,2.983,1.186,796.801,796.801,796.801,796.801
2020.11.30 10:32:57 830,41,41,42,40,42,3.282,1.496,796.801,796.801,796.801,796.801
2020.11.30 10:32:58 838,40,41,42,40,42,3.106,1.326,796.801,796.801,796.801,796.801
2020.11.30 10:32:59 845,41,42,41,41,42,3.359,1.569,796.801,796.801,796.801,796.801
2020.11.30 10:33:00 855,47,43,45,42,47,3.191,1.405,2490.005,2490.005,2490.005,2490.005
2020.11.30 10:33:01 863,41,42,42,41,43,2.837,1.057,796.801,796.801,796.801,796.801
2020.11.30 10:33:02 871,40,42,41,41,43,3.066,1.28,796.801,796.801,796.801,796.801
2020.11.30 10:33:03 879,40,42,42,41,42,3.366,1.583,796.801,796.801,796.801,796.801
2020.11.30 10:33:04 886,40,42,42,41,43,3.048,1.262,796.801,796.801,796.801,796.801
2020.11.30 10:33:05 895,46,43,43,41,46,3.2,1.413,2191.204,2191.204,2191.204,2191.204
2020.11.30 10:33:06 903,40,42,42,40,42,3.128,1.342,796.801,796.801,796.801,796.801
2020.11.30 10:33:07 911,41,42,42,41,42,3.043,1.255,796.801,796.801,796.801,796.801
2020.11.30 10:33:08 921,41,42,42,41,42,3.167,1.386,796.801,796.801,796.801,796.801
2020.11.30 10:33:09 927,41,42,42,41,42,3.13,1.333,1195.202,1195.202,896.402,896.402
2020.11.30 10:33:10 935,41,41,42,40,42,2.973,1.182,796.801,796.801,2689.204,2689.204
2020.11.30 10:33:11 944,40,41,41,40,42,2.874,1.084,796.801,796.801,796.801,796.801
2020.11.30 10:33:12 952,40,42,42,41,42,3.05,1.267,796.801,796.801,796.801,796.801
2020.11.30 10:33:13 960,41,42,42,41,43,3.207,1.417,2091.604,2091.604,2091.604,1792.803
2020.11.30 10:33:14 968,40,42,42,41,42,3.175,1.388,796.801,796.801,796.801,796.801
2020.11.30 10:33:15 976,41,42,41,42,42,2.791,1.01,796.801,796.801,796.801,796.801
2020.11.30 10:33:16 984,40,42,41,40,42,3.086,1.29,996.002,796.801,796.801,796.801
2020.11.30 10:33:17 993,41,42,42,40,42,3.085,1.295,796.801,796.801,796.801,796.801
2020.11.30 10:33:19 001,41,42,43,40,43,2.898,1.12,2490.005,2490.005,2191.204,2191.204
2020.11.30 10:33:20 009,41,42,42,40,42,2.915,1.134,1593.602,1294.802,1294.802,1294.802
2020.11.30 10:33:21 016,41,42,42,40,42,3.275,1.487,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:33:22 024,43,42,43,40,43,2.898,1.113,2788.765,2788.765,2788.765,2788.765
2020.11.30 10:33:23 034,44,42,43,41,44,3.247,1.464,2689.243,2689.243,2689.243,2689.243
2020.11.30 10:33:24 042,45,42,44,42,44,2.995,1.216,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:33:25 049,42,42,42,40,42,2.899,1.116,1593.602,1593.602,2689.204,2589.604
2020.11.30 10:33:26 075,43,42,42,40,43,3.001,1.223,2689.205,2490.004,2589.604,2589.604
2020.11.30 10:33:27 091,41,41,42,40,42,3.168,1.384,1593.602,1593.602,1992.003,1992.003
2020.11.30 10:33:28 114,42,42,42,41,43,3.013,1.245,1593.603,1593.603,1593.603,1593.603
2020.11.30 10:33:29 137,44,42,43,40,44,2.925,1.155,2490.005,2490.005,2490.005,2490.005
2020.11.30 10:33:30 145,45,43,43,40,44,2.979,1.202,2788.804,2689.204,2689.204,2689.204
2020.11.30 10:33:31 158,43,47,43,41,45,3.241,1.468,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:33:32 241,41,43,43,42,43,3.242,1.463,2788.804,2689.204,2689.204,2589.604
2020.11.30 10:33:33 249,42,48,43,41,45,3.057,1.272,2689.204,2589.604,2689.204,2689.204
2020.11.30 10:33:34 318,41,49,44,40,49,3.222,1.451,2788.805,2788.805,2788.805,2788.805
2020.11.30 10:33:35 345,45,42,42,40,45,3.247,1.456,2689.204,2788.804,2788.804,2788.804
2020.11.30 10:33:36 359,44,44,43,41,44,2.813,1.036,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:33:37 374,41,42,42,41,42,3.024,1.248,796.801,1195.202,1195.202,1195.202
2020.11.30 10:33:38 392,44,42,43,41,44,3.439,1.66,2490.005,2689.205,2689.205,2689.205
2020.11.30 10:33:39 403,44,42,42,41,44,2.952,1.179,2689.205,2788.805,2788.805,2788.805
2020.11.30 10:33:40 417,45,42,44,40,45,3.096,1.315,2788.804,2788.804,2788.804,2788.804
2020.11.30 10:33:41 425,43,42,46,42,46,3.346,1.561,2788.805,2788.805,2788.805,2788.805
2020.11.30 10:33:42 441,41,44,43,42,44,2.944,1.176,2689.204,2689.204,2589.604,2490.004
2020.11.30 10:33:43 455,41,42,42,41,42,3.229,1.442,1195.202,1195.202,1195.202,1195.202
2020.11.30 10:33:44 473,43,45,43,41,45,3.217,1.427,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:33:45 479,46,42,43,40,46,3.026,1.24,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:33:46 494,49,43,46,42,49,2.938,1.142,2589.604,2589.604,2589.604,2689.204
2020.11.30 10:33:47 515,40,42,45,40,45,2.883,1.101,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:33:48 525,44,42,43,40,44,3.084,1.275,2788.804,2689.204,2689.204,2689.204
2020.11.30 10:33:49 538,41,44,43,41,44,3.318,1.511,1892.403,1892.403,1892.403,1892.403
2020.11.30 10:33:50 547,48,47,44,40,48,2.824,1.036,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:33:51 565,45,42,42,40,45,3.063,1.27,2589.604,2689.204,2689.204,2689.204
2020.11.30 10:33:52 577,46,42,44,40,46,3.044,1.259,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:33:53 591,41,42,42,40,42,2.886,1.103,1195.202,1195.202,1195.202,1195.202
2020.11.30 10:33:54 609,46,43,43,40,46,3.017,1.223,2589.605,2689.205,2689.205,2689.205
2020.11.30 10:33:55 629,46,43,42,40,46,3.5,1.706,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:33:56 637,43,43,42,40,43,2.868,1.081,2589.604,2589.604,2589.604,2490.004
2020.11.30 10:33:57 651,44,42,43,40,44,3.012,1.227,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:33:58 660,41,42,42,40,42,3.087,1.29,1195.202,1195.202,1195.202,1195.202
2020.11.30 10:33:59 678,41,45,44,40,45,3.173,1.39,2689.205,2689.205,2689.205,2788.805
2020.11.30 10:34:00 692,46,45,44,42,44,3.526,1.734,2589.605,2689.205,2689.205,2689.205
2020.11.30 10:34:01 702,44,43,43,40,44,2.789,0.997,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:34:02 710,42,42,41,40,42,3.108,1.31,1593.603,1992.003,1992.003,1992.003
2020.11.30 10:34:03 737,43,42,43,41,43,3.115,1.311,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:34:04 752,47,43,43,41,46,3.15,1.346,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:34:05 759,46,42,43,41,46,2.912,1.118,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:34:06 767,46,47,44,41,47,3.343,1.545,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:34:07 793,41,42,42,40,42,3.039,1.248,1195.202,1195.202,1195.202,1195.202
2020.11.30 10:34:08 803,40,48,43,40,49,3.118,1.334,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:34:09 863,41,41,41,40,42,2.872,1.094,1195.202,1593.602,1593.602,1593.602
2020.11.30 10:34:10 887,46,42,43,40,46,3.131,1.334,2788.805,2788.805,2788.805,2788.805
2020.11.30 10:34:11 894,46,42,43,40,46,3.168,1.379,2788.805,2788.805,2689.205,2788.805
2020.11.30 10:34:12 906,45,42,44,40,44,3.305,1.504,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:34:13 918,48,43,47,40,47,3.352,1.565,2788.804,2589.604,2788.804,2788.804
2020.11.30 10:34:14 978,43,42,43,40,43,2.95,1.166,1593.603,1593.603,1593.603,1593.603
2020.11.30 10:34:15 988,45,47,44,41,47,3.102,1.337,2689.205,2689.205,2689.205,2589.604
2020.11.30 10:34:17 000,41,42,43,40,43,2.812,1.03,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:34:18 009,40,42,41,40,43,3.212,1.431,796.801,796.801,796.801,796.801
2020.11.30 10:34:19 018,40,41,41,40,43,3.153,1.379,796.801,796.801,796.801,796.801
2020.11.30 10:34:20 026,41,42,42,41,43,3.009,1.253,1494.003,1494.003,1195.202,1195.202
2020.11.30 10:34:21 034,41,42,41,40,42,3.207,1.427,2091.603,1792.803,1792.803,1792.803
2020.11.30 10:34:22 041,43,42,43,41,43,2.975,1.194,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:34:23 050,40,42,42,40,42,3.086,1.307,796.801,796.801,796.801,796.801
2020.11.30 10:34:24 061,40,42,42,40,43,3.076,1.302,796.801,796.801,796.801,796.801
2020.11.30 10:34:25 069,40,41,43,41,43,3.117,1.354,1992.003,1693.203,1693.203,1394.402
2020.11.30 10:34:26 078,42,42,43,40,43,3.112,1.344,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:34:27 085,40,41,41,40,42,2.744,0.986,796.801,796.801,796.801,2490.004
2020.11.30 10:34:28 094,40,42,41,40,42,2.994,1.219,796.801,796.801,796.801,796.801
2020.11.30 10:34:29 104,40,41,42,40,43,3.171,1.4,796.801,796.801,796.801,796.801
2020.11.30 10:34:30 113,41,42,42,40,42,3.228,1.451,796.801,796.801,796.801,796.801
2020.11.30 10:34:31 122,41,42,42,40,42,2.993,1.228,896.401,896.401,796.801,796.801
2020.11.30 10:34:32 130,41,42,42,40,42,3.119,1.354,1494.003,1494.003,1494.003,1195.202
2020.11.30 10:34:33 139,41,41,42,40,43,2.985,1.23,796.801,796.801,2589.604,2490.004
2020.11.30 10:34:34 147,40,41,42,40,42,2.759,0.994,796.801,796.801,796.801,796.801
2020.11.30 10:34:35 156,40,42,42,40,43,3.247,1.475,796.801,796.801,796.801,796.801
2020.11.30 10:34:36 164,40,42,42,40,43,3.118,1.363,796.801,796.801,796.801,796.801
2020.11.30 10:34:37 172,41,43,43,40,43,3.055,1.297,2788.805,2589.604,2490.004,2490.004
2020.11.30 10:34:38 180,40,42,42,40,43,2.783,1.024,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:34:39 187,42,43,43,41,43,3.604,1.842,796.801,796.801,796.801,796.801
2020.11.30 10:34:40 195,40,42,41,40,42,2.983,1.218,796.801,796.801,796.801,796.801
2020.11.30 10:34:41 204,42,42,43,40,43,3.204,1.438,1693.203,1693.203,1693.203,1693.203
2020.11.30 10:34:42 211,41,42,43,40,43,2.998,1.232,1195.202,2689.204,2689.204,2490.004
2020.11.30 10:34:43 220,40,42,42,40,42,2.985,1.223,796.801,796.801,796.801,796.801
2020.11.30 10:34:44 228,40,42,42,40,42,2.937,1.174,796.801,796.801,796.801,796.801
2020.11.30 10:34:45 235,41,42,42,40,42,2.86,1.098,2390.405,2390.405,2390.405,2390.405
2020.11.30 10:34:46 243,40,41,42,40,42,2.983,1.228,796.801,796.801,796.801,796.801
2020.11.30 10:34:47 252,40,41,41,40,42,3.2,1.436,796.801,796.801,796.801,796.801
2020.11.30 10:34:48 260,40,42,42,40,42,3.069,1.3,796.801,796.801,796.801,796.801
2020.11.30 10:34:49 267,41,42,43,41,44,3.087,1.322,2589.605,2689.205,2689.205,2788.805
2020.11.30 10:34:50 276,41,42,42,40,42,2.914,1.146,1892.403,1892.403,1892.403,1892.403
2020.11.30 10:34:51 282,40,42,42,40,43,3.072,1.297,796.801,796.801,796.801,796.801
2020.11.30 10:34:52 291,40,41,42,40,42,2.894,1.11,796.801,796.801,796.801,796.801
2020.11.30 10:34:53 300,40,42,41,40,42,3.489,1.713,796.801,796.801,796.801,796.801
2020.11.30 10:34:54 312,40,42,42,40,42,2.962,1.168,796.801,796.801,796.801,796.801
2020.11.30 10:34:55 319,41,41,42,40,43,3.075,1.305,1992.004,1992.004,1992.004,1992.004
2020.11.30 10:34:56 327,40,41,42,40,42,2.686,0.911,796.801,796.801,796.801,796.801
2020.11.30 10:34:57 336,40,41,41,41,42,3.173,1.401,796.801,796.801,796.801,796.801
2020.11.30 10:34:58 345,40,41,42,40,42,3.23,1.455,796.801,796.801,796.801,796.801
2020.11.30 10:34:59 352,42,42,42,40,42,3.071,1.291,1693.203,1693.203,2689.205,2689.205
2020.11.30 10:35:00 361,42,42,42,40,42,2.845,1.068,1992.003,1992.003,2390.404,2390.404
2020.11.30 10:35:01 369,41,42,42,40,42,3.07,1.281,796.801,796.801,796.801,796.801
2020.11.30 10:35:02 378,40,41,43,41,43,2.997,1.216,796.801,796.801,796.801,796.801
2020.11.30 10:35:03 388,40,41,41,40,42,2.906,1.131,796.801,796.801,796.801,796.801
2020.11.30 10:35:04 396,40,42,42,40,42,3.421,1.637,796.801,796.801,796.801,796.801
2020.11.30 10:35:05 405,41,42,43,41,43,3.171,1.389,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:35:06 412,40,42,41,40,43,2.86,1.078,796.801,796.801,796.801,796.801
2020.11.30 10:35:07 421,40,42,41,40,42,3.121,1.333,796.801,796.801,796.801,796.801
2020.11.30 10:35:08 429,40,42,42,40,42,3.137,1.355,2091.604,1792.803,1792.803,1792.803
2020.11.30 10:35:09 437,47,42,43,43,47,3.155,1.359,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:35:10 450,40,42,41,40,42,3.203,1.419,796.801,796.801,796.801,796.801
2020.11.30 10:35:11 459,40,41,41,40,42,3.107,1.323,796.801,796.801,796.801,796.801
2020.11.30 10:35:12 467,40,42,42,40,42,3.098,1.312,796.801,796.801,796.801,796.801
2020.11.30 10:35:13 474,41,42,42,42,42,3.276,1.491,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:35:14 482,40,41,41,40,42,2.788,1.012,796.801,796.801,796.801,2689.204
2020.11.30 10:35:15 492,40,42,42,40,43,3.333,1.54,796.801,796.801,796.801,796.801
2020.11.30 10:35:16 500,40,42,42,41,43,3.182,1.392,996.002,796.801,796.801,796.801
2020.11.30 10:35:17 508,41,42,42,40,42,3.007,1.224,796.801,796.801,796.801,796.801
2020.11.30 10:35:18 516,41,41,41,40,42,2.988,1.207,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:35:19 523,41,42,42,40,43,3.188,1.394,2689.204,2390.404,2390.404,2390.404
2020.11.30 10:35:20 531,42,42,43,45,45,3.176,1.389,2589.604,2589.604,2689.204,2589.604
2020.11.30 10:35:21 540,40,42,42,40,42,3.234,1.447,796.801,796.801,796.801,796.801
2020.11.30 10:35:22 548,40,42,42,40,42,3.163,1.379,796.801,796.801,796.801,796.801
2020.11.30 10:35:23 557,40,42,43,42,43,3.115,1.338,796.801,796.801,796.801,796.801
2020.11.30 10:35:24 570,40,41,42,40,43,2.918,1.144,796.801,796.801,796.801,796.801
2020.11.30 10:35:25 579,42,42,42,41,43,3.208,1.418,1593.603,1992.003,1992.003,1992.003
2020.11.30 10:35:26 587,40,41,41,40,42,3.087,1.295,796.801,796.801,796.801,796.801
2020.11.30 10:35:27 595,40,42,42,40,42,3.46,1.67,796.801,796.801,796.801,796.801
2020.11.30 10:35:28 603,40,41,42,40,42,2.828,1.043,796.801,796.801,796.801,796.801
2020.11.30 10:35:29 610,41,42,42,40,43,3.292,1.492,1494.003,1494.003,1494.003,1494.003
2020.11.30 10:35:30 618,40,41,41,40,43,2.971,1.186,796.801,796.801,796.801,796.801
2020.11.30 10:35:31 626,40,41,42,40,43,3.016,1.234,796.801,796.801,796.801,796.801
2020.11.30 10:35:32 634,41,41,42,40,43,3.023,1.227,796.801,796.801,796.801,796.801
2020.11.30 10:35:33 641,40,41,42,40,42,3.371,1.583,796.801,796.801,796.801,796.801
2020.11.30 10:35:34 648,40,42,42,41,42,3.217,1.407,796.801,796.801,796.801,796.801
2020.11.30 10:35:35 656,43,42,44,40,44,3.055,1.271,2589.605,2490.004,2490.004,2490.004
2020.11.30 10:35:36 665,40,41,41,40,42,2.816,1.017,796.801,796.801,796.801,796.801
2020.11.30 10:35:37 673,40,41,41,40,42,3.109,1.328,796.801,796.801,796.801,796.801
2020.11.30 10:35:38 680,41,42,42,40,42,3.35,1.57,1195.202,1195.202,1195.202,1195.202
2020.11.30 10:35:39 686,41,42,43,40,43,3.072,1.283,2788.804,2788.804,2788.804,2490.004
2020.11.30 10:35:40 694,40,41,42,41,43,2.929,1.148,796.801,796.801,796.801,796.801
2020.11.30 10:35:41 703,40,41,41,40,42,3.073,1.299,796.801,796.801,796.801,796.801
2020.11.30 10:35:42 711,40,41,42,40,43,3.05,1.262,796.801,796.801,796.801,796.801
2020.11.30 10:35:43 720,40,41,42,40,43,2.898,1.115,2191.204,1892.403,1892.403,1892.403
2020.11.30 10:35:44 727,41,42,42,40,43,3.376,1.596,796.801,2689.204,2490.004,2589.604
2020.11.30 10:35:45 735,40,42,41,40,42,3.102,1.303,796.801,796.801,796.801,796.801
2020.11.30 10:35:46 743,41,41,42,40,42,3.11,1.319,796.801,796.801,796.801,796.801
2020.11.30 10:35:47 750,40,41,42,40,42,2.81,1.025,796.801,796.801,796.801,796.801
2020.11.30 10:35:48 758,41,42,41,40,42,3.048,1.271,1195.202,1593.603,1593.603,1593.603
2020.11.30 10:35:49 766,40,42,41,40,42,3.083,1.283,796.801,796.801,796.801,796.801
2020.11.30 10:35:50 775,40,42,41,40,42,3.124,1.325,796.801,796.801,796.801,796.801
2020.11.30 10:35:51 783,40,42,41,40,43,3.046,1.245,796.801,796.801,796.801,796.801
2020.11.30 10:35:52 791,41,42,42,40,43,3.173,1.359,1693.203,1693.203,1693.203,1394.402
2020.11.30 10:35:53 797,40,42,42,40,43,2.9,1.1,1294.802,1294.802,996.002,996.002
2020.11.30 10:35:54 809,41,41,41,40,42,3.274,1.484,2689.204,2490.004,2589.604,2689.204
2020.11.30 10:35:55 817,42,42,41,40,42,3.189,1.388,796.801,796.801,796.801,796.801
2020.11.30 10:35:56 826,41,42,42,40,42,3.229,1.443,796.801,796.801,796.801,796.801
2020.11.30 10:35:57 833,41,42,42,40,43,3.08,1.293,1195.202,896.402,896.402,896.402
2020.11.30 10:35:58 841,43,42,42,40,42,3.132,1.345,2490.004,2689.205,2689.205,2689.205
2020.11.30 10:35:59 849,40,42,41,40,42,3.059,1.274,796.801,796.801,796.801,796.801
2020.11.30 10:36:00 858,40,41,41,40,42,2.947,1.16,796.801,796.801,796.801,796.801
2020.11.30 10:36:01 865,40,42,42,40,43,3.374,1.58,796.801,796.801,796.801,796.801
2020.11.30 10:36:02 874,40,42,41,41,43,3.069,1.285,1294.802,996.002,996.002,796.801
2020.11.30 10:36:03 882,40,41,41,40,43,2.746,0.969,796.801,796.801,796.801,796.801
2020.11.30 10:36:04 892,40,41,41,40,43,3.115,1.324,796.801,796.801,796.801,796.801
2020.11.30 10:36:05 900,40,42,41,40,42,3.095,1.303,796.801,796.801,796.801,796.801
2020.11.30 10:36:06 908,40,42,41,40,42,2.943,1.164,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:36:07 916,40,42,41,40,42,3.263,1.472,796.801,796.801,796.801,796.801
2020.11.30 10:36:08 925,40,41,41,40,43,3.096,1.327,796.801,796.801,796.801,796.801
2020.11.30 10:36:09 933,40,41,42,40,43,2.849,1.076,2091.604,1792.803,1792.803,1792.803
2020.11.30 10:36:10 941,41,42,42,40,43,2.948,1.179,796.801,796.801,796.801,2589.604
2020.11.30 10:36:11 950,40,42,41,40,43,3.068,1.282,796.801,796.801,796.801,796.801
